Vardas                   Pavarde                  Galutinis
VardasNR41375            PavardeNR41375           3.08  
VardasNR41690            PavardeNR41690           3.08  
VardasNR42273            PavardeNR42273           3.08  
VardasNR42277            PavardeNR42277           3.08  
VardasNR42625            PavardeNR42625           3.08  
VardasNR42879            PavardeNR42879           3.08  
VardasNR43917            PavardeNR43917           3.08  
VardasNR43953            PavardeNR43953           3.08  
VardasNR44429            PavardeNR44429           3.08  
VardasNR44496            PavardeNR44496           3.08  
VardasNR44566            PavardeNR44566           3.08  
VardasNR44627            PavardeNR44627           3.08  
VardasNR44925            PavardeNR44925           3.08  
VardasNR45508            PavardeNR45508           3.08  
VardasNR46079            PavardeNR46079           3.08  
VardasNR46082            PavardeNR46082           3.08  
VardasNR46119            PavardeNR46119           3.08  
VardasNR46328            PavardeNR46328           3.08  
VardasNR46354            PavardeNR46354           3.08  
VardasNR47047            PavardeNR47047           3.08  
VardasNR47131            PavardeNR47131           3.08  
VardasNR48034            PavardeNR48034           3.08  
VardasNR48636            PavardeNR48636           3.08  
VardasNR48785            PavardeNR48785           3.08  
VardasNR49286            PavardeNR49286           3.08  
VardasNR49700            PavardeNR49700           3.08  
VardasNR50773            PavardeNR50773           3.08  
VardasNR50904            PavardeNR50904           3.08  
VardasNR51279            PavardeNR51279           3.08  
VardasNR51885            PavardeNR51885           3.08  
VardasNR51956            PavardeNR51956           3.08  
VardasNR52172            PavardeNR52172           3.08  
VardasNR52963            PavardeNR52963           3.08  
VardasNR53490            PavardeNR53490           3.08  
VardasNR54195            PavardeNR54195           3.08  
VardasNR54359            PavardeNR54359           3.08  
VardasNR54456            PavardeNR54456           3.08  
VardasNR54566            PavardeNR54566           3.08  
VardasNR55417            PavardeNR55417           3.08  
VardasNR55422            PavardeNR55422           3.08  
VardasNR55476            PavardeNR55476           3.08  
VardasNR55569            PavardeNR55569           3.08  
VardasNR55641            PavardeNR55641           3.08  
VardasNR56225            PavardeNR56225           3.08  
VardasNR56484            PavardeNR56484           3.08  
VardasNR56758            PavardeNR56758           3.08  
VardasNR56860            PavardeNR56860           3.08  
VardasNR56890            PavardeNR56890           3.08  
VardasNR56979            PavardeNR56979           3.08  
VardasNR57838            PavardeNR57838           3.08  
VardasNR57891            PavardeNR57891           3.08  
VardasNR58162            PavardeNR58162           3.08  
VardasNR58331            PavardeNR58331           3.08  
VardasNR58360            PavardeNR58360           3.08  
VardasNR58513            PavardeNR58513           3.08  
VardasNR58662            PavardeNR58662           3.08  
VardasNR58670            PavardeNR58670           3.08  
VardasNR58703            PavardeNR58703           3.08  
VardasNR59737            PavardeNR59737           3.08  
VardasNR59907            PavardeNR59907           3.08  
VardasNR60002            PavardeNR60002           3.08  
VardasNR60276            PavardeNR60276           3.08  
VardasNR60429            PavardeNR60429           3.08  
VardasNR60525            PavardeNR60525           3.08  
VardasNR60546            PavardeNR60546           3.08  
VardasNR60585            PavardeNR60585           3.08  
VardasNR60637            PavardeNR60637           3.08  
VardasNR60947            PavardeNR60947           3.08  
VardasNR62058            PavardeNR62058           3.08  
VardasNR62165            PavardeNR62165           3.08  
VardasNR62831            PavardeNR62831           3.08  
VardasNR63461            PavardeNR63461           3.08  
VardasNR63539            PavardeNR63539           3.08  
VardasNR63993            PavardeNR63993           3.08  
VardasNR64076            PavardeNR64076           3.08  
VardasNR64496            PavardeNR64496           3.08  
VardasNR64773            PavardeNR64773           3.08  
VardasNR64788            PavardeNR64788           3.08  
VardasNR65076            PavardeNR65076           3.08  
VardasNR65347            PavardeNR65347           3.08  
VardasNR65875            PavardeNR65875           3.08  
VardasNR65891            PavardeNR65891           3.08  
VardasNR66372            PavardeNR66372           3.08  
VardasNR66730            PavardeNR66730           3.08  
VardasNR67011            PavardeNR67011           3.08  
VardasNR67153            PavardeNR67153           3.08  
VardasNR67697            PavardeNR67697           3.08  
VardasNR68264            PavardeNR68264           3.08  
VardasNR69377            PavardeNR69377           3.08  
VardasNR69696            PavardeNR69696           3.08  
VardasNR69850            PavardeNR69850           3.08  
VardasNR70592            PavardeNR70592           3.08  
VardasNR70697            PavardeNR70697           3.08  
VardasNR71235            PavardeNR71235           3.08  
VardasNR71800            PavardeNR71800           3.08  
VardasNR72239            PavardeNR72239           3.08  
VardasNR72380            PavardeNR72380           3.08  
VardasNR72648            PavardeNR72648           3.08  
VardasNR73659            PavardeNR73659           3.08  
VardasNR73667            PavardeNR73667           3.08  
VardasNR74009            PavardeNR74009           3.08  
VardasNR74021            PavardeNR74021           3.08  
VardasNR74519            PavardeNR74519           3.08  
VardasNR75276            PavardeNR75276           3.08  
VardasNR75948            PavardeNR75948           3.08  
VardasNR76310            PavardeNR76310           3.08  
VardasNR76651            PavardeNR76651           3.08  
VardasNR76851            PavardeNR76851           3.08  
VardasNR77432            PavardeNR77432           3.08  
VardasNR77531            PavardeNR77531           3.08  
VardasNR77666            PavardeNR77666           3.08  
VardasNR77798            PavardeNR77798           3.08  
VardasNR78579            PavardeNR78579           3.08  
VardasNR78833            PavardeNR78833           3.08  
VardasNR79462            PavardeNR79462           3.08  
VardasNR79917            PavardeNR79917           3.08  
VardasNR80304            PavardeNR80304           3.08  
VardasNR80326            PavardeNR80326           3.08  
VardasNR81588            PavardeNR81588           3.08  
VardasNR81985            PavardeNR81985           3.08  
VardasNR82201            PavardeNR82201           3.08  
VardasNR82407            PavardeNR82407           3.08  
VardasNR82733            PavardeNR82733           3.08  
VardasNR83594            PavardeNR83594           3.08  
VardasNR83613            PavardeNR83613           3.08  
VardasNR84423            PavardeNR84423           3.08  
VardasNR84493            PavardeNR84493           3.08  
VardasNR84855            PavardeNR84855           3.08  
VardasNR84967            PavardeNR84967           3.08  
VardasNR85824            PavardeNR85824           3.08  
VardasNR85991            PavardeNR85991           3.08  
VardasNR86131            PavardeNR86131           3.08  
VardasNR86204            PavardeNR86204           3.08  
VardasNR86347            PavardeNR86347           3.08  
VardasNR87848            PavardeNR87848           3.08  
VardasNR87942            PavardeNR87942           3.08  
VardasNR88270            PavardeNR88270           3.08  
VardasNR88661            PavardeNR88661           3.08  
VardasNR88884            PavardeNR88884           3.08  
VardasNR89068            PavardeNR89068           3.08  
VardasNR89280            PavardeNR89280           3.08  
VardasNR89559            PavardeNR89559           3.08  
VardasNR89662            PavardeNR89662           3.08  
VardasNR90415            PavardeNR90415           3.08  
VardasNR90861            PavardeNR90861           3.08  
VardasNR91363            PavardeNR91363           3.08  
VardasNR91434            PavardeNR91434           3.08  
VardasNR91479            PavardeNR91479           3.08  
VardasNR91697            PavardeNR91697           3.08  
VardasNR91906            PavardeNR91906           3.08  
VardasNR92378            PavardeNR92378           3.08  
VardasNR92470            PavardeNR92470           3.08  
VardasNR92545            PavardeNR92545           3.08  
VardasNR92887            PavardeNR92887           3.08  
VardasNR92988            PavardeNR92988           3.08  
VardasNR93302            PavardeNR93302           3.08  
VardasNR93956            PavardeNR93956           3.08  
VardasNR94366            PavardeNR94366           3.08  
VardasNR94665            PavardeNR94665           3.08  
VardasNR94845            PavardeNR94845           3.08  
VardasNR94997            PavardeNR94997           3.08  
VardasNR95030            PavardeNR95030           3.08  
VardasNR95225            PavardeNR95225           3.08  
VardasNR95900            PavardeNR95900           3.08  
VardasNR96420            PavardeNR96420           3.08  
VardasNR96470            PavardeNR96470           3.08  
VardasNR97190            PavardeNR97190           3.08  
VardasNR97241            PavardeNR97241           3.08  
VardasNR98369            PavardeNR98369           3.08  
VardasNR98586            PavardeNR98586           3.08  
VardasNR98687            PavardeNR98687           3.08  
VardasNR99365            PavardeNR99365           3.08  
VardasNR99791            PavardeNR99791           3.08  
VardasNR99971            PavardeNR99971           3.08  
VardasNR4                PavardeNR4               3.12  
VardasNR108              PavardeNR108             3.12  
VardasNR370              PavardeNR370             3.12  
VardasNR567              PavardeNR567             3.12  
VardasNR664              PavardeNR664             3.12  
VardasNR918              PavardeNR918             3.12  
VardasNR1066             PavardeNR1066            3.12  
VardasNR1432             PavardeNR1432            3.12  
VardasNR1458             PavardeNR1458            3.12  
VardasNR1669             PavardeNR1669            3.12  
VardasNR1798             PavardeNR1798            3.12  
VardasNR2066             PavardeNR2066            3.12  
VardasNR2069             PavardeNR2069            3.12  
VardasNR2148             PavardeNR2148            3.12  
VardasNR2193             PavardeNR2193            3.12  
VardasNR2380             PavardeNR2380            3.12  
VardasNR2855             PavardeNR2855            3.12  
VardasNR2886             PavardeNR2886            3.12  
VardasNR2958             PavardeNR2958            3.12  
VardasNR2967             PavardeNR2967            3.12  
VardasNR3003             PavardeNR3003            3.12  
VardasNR3051             PavardeNR3051            3.12  
VardasNR3201             PavardeNR3201            3.12  
VardasNR3293             PavardeNR3293            3.12  
VardasNR3467             PavardeNR3467            3.12  
VardasNR3553             PavardeNR3553            3.12  
VardasNR3631             PavardeNR3631            3.12  
VardasNR3663             PavardeNR3663            3.12  
VardasNR3845             PavardeNR3845            3.12  
VardasNR4025             PavardeNR4025            3.12  
VardasNR4198             PavardeNR4198            3.12  
VardasNR4286             PavardeNR4286            3.12  
VardasNR4656             PavardeNR4656            3.12  
VardasNR4691             PavardeNR4691            3.12  
VardasNR4744             PavardeNR4744            3.12  
VardasNR4812             PavardeNR4812            3.12  
VardasNR4868             PavardeNR4868            3.12  
VardasNR4947             PavardeNR4947            3.12  
VardasNR4976             PavardeNR4976            3.12  
VardasNR5005             PavardeNR5005            3.12  
VardasNR5019             PavardeNR5019            3.12  
VardasNR5023             PavardeNR5023            3.12  
VardasNR6307             PavardeNR6307            3.12  
VardasNR6422             PavardeNR6422            3.12  
VardasNR6524             PavardeNR6524            3.12  
VardasNR6556             PavardeNR6556            3.12  
VardasNR6620             PavardeNR6620            3.12  
VardasNR6973             PavardeNR6973            3.12  
VardasNR7172             PavardeNR7172            3.12  
VardasNR7275             PavardeNR7275            3.12  
VardasNR7310             PavardeNR7310            3.12  
VardasNR7478             PavardeNR7478            3.12  
VardasNR7660             PavardeNR7660            3.12  
VardasNR7996             PavardeNR7996            3.12  
VardasNR8185             PavardeNR8185            3.12  
VardasNR8229             PavardeNR8229            3.12  
VardasNR8515             PavardeNR8515            3.12  
VardasNR8689             PavardeNR8689            3.12  
VardasNR8730             PavardeNR8730            3.12  
VardasNR9034             PavardeNR9034            3.12  
VardasNR9202             PavardeNR9202            3.12  
VardasNR9613             PavardeNR9613            3.12  
VardasNR10075            PavardeNR10075           3.12  
VardasNR10091            PavardeNR10091           3.12  
VardasNR10162            PavardeNR10162           3.12  
VardasNR10443            PavardeNR10443           3.12  
VardasNR10500            PavardeNR10500           3.12  
VardasNR10636            PavardeNR10636           3.12  
VardasNR10729            PavardeNR10729           3.12  
VardasNR10947            PavardeNR10947           3.12  
VardasNR11122            PavardeNR11122           3.12  
VardasNR11156            PavardeNR11156           3.12  
VardasNR11400            PavardeNR11400           3.12  
VardasNR11431            PavardeNR11431           3.12  
VardasNR11606            PavardeNR11606           3.12  
VardasNR11675            PavardeNR11675           3.12  
VardasNR11844            PavardeNR11844           3.12  
VardasNR12117            PavardeNR12117           3.12  
VardasNR12217            PavardeNR12217           3.12  
VardasNR12284            PavardeNR12284           3.12  
VardasNR12413            PavardeNR12413           3.12  
VardasNR12451            PavardeNR12451           3.12  
VardasNR12484            PavardeNR12484           3.12  
VardasNR12641            PavardeNR12641           3.12  
VardasNR12707            PavardeNR12707           3.12  
VardasNR12758            PavardeNR12758           3.12  
VardasNR12913            PavardeNR12913           3.12  
VardasNR13035            PavardeNR13035           3.12  
VardasNR13088            PavardeNR13088           3.12  
VardasNR13243            PavardeNR13243           3.12  
VardasNR13335            PavardeNR13335           3.12  
VardasNR13386            PavardeNR13386           3.12  
VardasNR13680            PavardeNR13680           3.12  
VardasNR13949            PavardeNR13949           3.12  
VardasNR13960            PavardeNR13960           3.12  
VardasNR13968            PavardeNR13968           3.12  
VardasNR14045            PavardeNR14045           3.12  
VardasNR14061            PavardeNR14061           3.12  
VardasNR14170            PavardeNR14170           3.12  
VardasNR14311            PavardeNR14311           3.12  
VardasNR14333            PavardeNR14333           3.12  
VardasNR14447            PavardeNR14447           3.12  
VardasNR14800            PavardeNR14800           3.12  
VardasNR14827            PavardeNR14827           3.12  
VardasNR14932            PavardeNR14932           3.12  
VardasNR15016            PavardeNR15016           3.12  
VardasNR15022            PavardeNR15022           3.12  
VardasNR15105            PavardeNR15105           3.12  
VardasNR15208            PavardeNR15208           3.12  
VardasNR15266            PavardeNR15266           3.12  
VardasNR15276            PavardeNR15276           3.12  
VardasNR15644            PavardeNR15644           3.12  
VardasNR15939            PavardeNR15939           3.12  
VardasNR16268            PavardeNR16268           3.12  
VardasNR16336            PavardeNR16336           3.12  
VardasNR16403            PavardeNR16403           3.12  
VardasNR16637            PavardeNR16637           3.12  
VardasNR16680            PavardeNR16680           3.12  
VardasNR16787            PavardeNR16787           3.12  
VardasNR17187            PavardeNR17187           3.12  
VardasNR17214            PavardeNR17214           3.12  
VardasNR17278            PavardeNR17278           3.12  
VardasNR17747            PavardeNR17747           3.12  
VardasNR17767            PavardeNR17767           3.12  
VardasNR17796            PavardeNR17796           3.12  
VardasNR17988            PavardeNR17988           3.12  
VardasNR17993            PavardeNR17993           3.12  
VardasNR18273            PavardeNR18273           3.12  
VardasNR18306            PavardeNR18306           3.12  
VardasNR18376            PavardeNR18376           3.12  
VardasNR18622            PavardeNR18622           3.12  
VardasNR18808            PavardeNR18808           3.12  
VardasNR18905            PavardeNR18905           3.12  
VardasNR19187            PavardeNR19187           3.12  
VardasNR19439            PavardeNR19439           3.12  
VardasNR19816            PavardeNR19816           3.12  
VardasNR20551            PavardeNR20551           3.12  
VardasNR20770            PavardeNR20770           3.12  
VardasNR20865            PavardeNR20865           3.12  
VardasNR20872            PavardeNR20872           3.12  
VardasNR20926            PavardeNR20926           3.12  
VardasNR21114            PavardeNR21114           3.12  
VardasNR21370            PavardeNR21370           3.12  
VardasNR21621            PavardeNR21621           3.12  
VardasNR21729            PavardeNR21729           3.12  
VardasNR21876            PavardeNR21876           3.12  
VardasNR22051            PavardeNR22051           3.12  
VardasNR22171            PavardeNR22171           3.12  
VardasNR22211            PavardeNR22211           3.12  
VardasNR22719            PavardeNR22719           3.12  
VardasNR22793            PavardeNR22793           3.12  
VardasNR22966            PavardeNR22966           3.12  
VardasNR23036            PavardeNR23036           3.12  
VardasNR23170            PavardeNR23170           3.12  
VardasNR23343            PavardeNR23343           3.12  
VardasNR23627            PavardeNR23627           3.12  
VardasNR23862            PavardeNR23862           3.12  
VardasNR23905            PavardeNR23905           3.12  
VardasNR24065            PavardeNR24065           3.12  
VardasNR24166            PavardeNR24166           3.12  
VardasNR24533            PavardeNR24533           3.12  
VardasNR24766            PavardeNR24766           3.12  
VardasNR24786            PavardeNR24786           3.12  
VardasNR24866            PavardeNR24866           3.12  
VardasNR24940            PavardeNR24940           3.12  
VardasNR25064            PavardeNR25064           3.12  
VardasNR25119            PavardeNR25119           3.12  
VardasNR25182            PavardeNR25182           3.12  
VardasNR25297            PavardeNR25297           3.12  
VardasNR25311            PavardeNR25311           3.12  
VardasNR25522            PavardeNR25522           3.12  
VardasNR25557            PavardeNR25557           3.12  
VardasNR25753            PavardeNR25753           3.12  
VardasNR25783            PavardeNR25783           3.12  
VardasNR26091            PavardeNR26091           3.12  
VardasNR26097            PavardeNR26097           3.12  
VardasNR26122            PavardeNR26122           3.12  
VardasNR26985            PavardeNR26985           3.12  
VardasNR27029            PavardeNR27029           3.12  
VardasNR27198            PavardeNR27198           3.12  
VardasNR27235            PavardeNR27235           3.12  
VardasNR27240            PavardeNR27240           3.12  
VardasNR27315            PavardeNR27315           3.12  
VardasNR27526            PavardeNR27526           3.12  
VardasNR27720            PavardeNR27720           3.12  
VardasNR27735            PavardeNR27735           3.12  
VardasNR27826            PavardeNR27826           3.12  
VardasNR28271            PavardeNR28271           3.12  
VardasNR28299            PavardeNR28299           3.12  
VardasNR28381            PavardeNR28381           3.12  
VardasNR28646            PavardeNR28646           3.12  
VardasNR29379            PavardeNR29379           3.12  
VardasNR29439            PavardeNR29439           3.12  
VardasNR29547            PavardeNR29547           3.12  
VardasNR29596            PavardeNR29596           3.12  
VardasNR29773            PavardeNR29773           3.12  
VardasNR29808            PavardeNR29808           3.12  
VardasNR29817            PavardeNR29817           3.12  
VardasNR30071            PavardeNR30071           3.12  
VardasNR30112            PavardeNR30112           3.12  
VardasNR30164            PavardeNR30164           3.12  
VardasNR30304            PavardeNR30304           3.12  
VardasNR30598            PavardeNR30598           3.12  
VardasNR30615            PavardeNR30615           3.12  
VardasNR30849            PavardeNR30849           3.12  
VardasNR30991            PavardeNR30991           3.12  
VardasNR30998            PavardeNR30998           3.12  
VardasNR31378            PavardeNR31378           3.12  
VardasNR32172            PavardeNR32172           3.12  
VardasNR32861            PavardeNR32861           3.12  
VardasNR32952            PavardeNR32952           3.12  
VardasNR33322            PavardeNR33322           3.12  
VardasNR33539            PavardeNR33539           3.12  
VardasNR33711            PavardeNR33711           3.12  
VardasNR33935            PavardeNR33935           3.12  
VardasNR34012            PavardeNR34012           3.12  
VardasNR34083            PavardeNR34083           3.12  
VardasNR34373            PavardeNR34373           3.12  
VardasNR34421            PavardeNR34421           3.12  
VardasNR34491            PavardeNR34491           3.12  
VardasNR34524            PavardeNR34524           3.12  
VardasNR34561            PavardeNR34561           3.12  
VardasNR34750            PavardeNR34750           3.12  
VardasNR34806            PavardeNR34806           3.12  
VardasNR35350            PavardeNR35350           3.12  
VardasNR35411            PavardeNR35411           3.12  
VardasNR35461            PavardeNR35461           3.12  
VardasNR36227            PavardeNR36227           3.12  
VardasNR36270            PavardeNR36270           3.12  
VardasNR36311            PavardeNR36311           3.12  
VardasNR36726            PavardeNR36726           3.12  
VardasNR36875            PavardeNR36875           3.12  
VardasNR36894            PavardeNR36894           3.12  
VardasNR37257            PavardeNR37257           3.12  
VardasNR37337            PavardeNR37337           3.12  
VardasNR37584            PavardeNR37584           3.12  
VardasNR37651            PavardeNR37651           3.12  
VardasNR37677            PavardeNR37677           3.12  
VardasNR38009            PavardeNR38009           3.12  
VardasNR38198            PavardeNR38198           3.12  
VardasNR38711            PavardeNR38711           3.12  
VardasNR38739            PavardeNR38739           3.12  
VardasNR38854            PavardeNR38854           3.12  
VardasNR38972            PavardeNR38972           3.12  
VardasNR39079            PavardeNR39079           3.12  
VardasNR39240            PavardeNR39240           3.12  
VardasNR39425            PavardeNR39425           3.12  
VardasNR39769            PavardeNR39769           3.12  
VardasNR39782            PavardeNR39782           3.12  
VardasNR39910            PavardeNR39910           3.12  
VardasNR39921            PavardeNR39921           3.12  
VardasNR40413            PavardeNR40413           3.12  
VardasNR40430            PavardeNR40430           3.12  
VardasNR40552            PavardeNR40552           3.12  
VardasNR40765            PavardeNR40765           3.12  
VardasNR40918            PavardeNR40918           3.12  
VardasNR41019            PavardeNR41019           3.12  
VardasNR41219            PavardeNR41219           3.12  
VardasNR41432            PavardeNR41432           3.12  
VardasNR41455            PavardeNR41455           3.12  
VardasNR41838            PavardeNR41838           3.12  
VardasNR41985            PavardeNR41985           3.12  
VardasNR42017            PavardeNR42017           3.12  
VardasNR42406            PavardeNR42406           3.12  
VardasNR42460            PavardeNR42460           3.12  
VardasNR42569            PavardeNR42569           3.12  
VardasNR42585            PavardeNR42585           3.12  
VardasNR42675            PavardeNR42675           3.12  
VardasNR42782            PavardeNR42782           3.12  
VardasNR42826            PavardeNR42826           3.12  
VardasNR43066            PavardeNR43066           3.12  
VardasNR43083            PavardeNR43083           3.12  
VardasNR43112            PavardeNR43112           3.12  
VardasNR43291            PavardeNR43291           3.12  
VardasNR43299            PavardeNR43299           3.12  
VardasNR43660            PavardeNR43660           3.12  
VardasNR43669            PavardeNR43669           3.12  
VardasNR43845            PavardeNR43845           3.12  
VardasNR44328            PavardeNR44328           3.12  
VardasNR44573            PavardeNR44573           3.12  
VardasNR44725            PavardeNR44725           3.12  
VardasNR44829            PavardeNR44829           3.12  
VardasNR44959            PavardeNR44959           3.12  
VardasNR45113            PavardeNR45113           3.12  
VardasNR45342            PavardeNR45342           3.12  
VardasNR45398            PavardeNR45398           3.12  
VardasNR45438            PavardeNR45438           3.12  
VardasNR45533            PavardeNR45533           3.12  
VardasNR45617            PavardeNR45617           3.12  
VardasNR45832            PavardeNR45832           3.12  
VardasNR45835            PavardeNR45835           3.12  
VardasNR45910            PavardeNR45910           3.12  
VardasNR46049            PavardeNR46049           3.12  
VardasNR46112            PavardeNR46112           3.12  
VardasNR46288            PavardeNR46288           3.12  
VardasNR46471            PavardeNR46471           3.12  
VardasNR46756            PavardeNR46756           3.12  
VardasNR46804            PavardeNR46804           3.12  
VardasNR46866            PavardeNR46866           3.12  
VardasNR47008            PavardeNR47008           3.12  
VardasNR47169            PavardeNR47169           3.12  
VardasNR47449            PavardeNR47449           3.12  
VardasNR47605            PavardeNR47605           3.12  
VardasNR47702            PavardeNR47702           3.12  
VardasNR47921            PavardeNR47921           3.12  
VardasNR48046            PavardeNR48046           3.12  
VardasNR48179            PavardeNR48179           3.12  
VardasNR48568            PavardeNR48568           3.12  
VardasNR48836            PavardeNR48836           3.12  
VardasNR48987            PavardeNR48987           3.12  
VardasNR49031            PavardeNR49031           3.12  
VardasNR49069            PavardeNR49069           3.12  
VardasNR49079            PavardeNR49079           3.12  
VardasNR49133            PavardeNR49133           3.12  
VardasNR49249            PavardeNR49249           3.12  
VardasNR49411            PavardeNR49411           3.12  
VardasNR49437            PavardeNR49437           3.12  
VardasNR49567            PavardeNR49567           3.12  
VardasNR49623            PavardeNR49623           3.12  
VardasNR49656            PavardeNR49656           3.12  
VardasNR49755            PavardeNR49755           3.12  
VardasNR49917            PavardeNR49917           3.12  
VardasNR50008            PavardeNR50008           3.12  
VardasNR50073            PavardeNR50073           3.12  
VardasNR50122            PavardeNR50122           3.12  
VardasNR50180            PavardeNR50180           3.12  
VardasNR50360            PavardeNR50360           3.12  
VardasNR50505            PavardeNR50505           3.12  
VardasNR50524            PavardeNR50524           3.12  
VardasNR50599            PavardeNR50599           3.12  
VardasNR50609            PavardeNR50609           3.12  
VardasNR51408            PavardeNR51408           3.12  
VardasNR52047            PavardeNR52047           3.12  
VardasNR52053            PavardeNR52053           3.12  
VardasNR52181            PavardeNR52181           3.12  
VardasNR52435            PavardeNR52435           3.12  
VardasNR52588            PavardeNR52588           3.12  
VardasNR52646            PavardeNR52646           3.12  
VardasNR52834            PavardeNR52834           3.12  
VardasNR52887            PavardeNR52887           3.12  
VardasNR53056            PavardeNR53056           3.12  
VardasNR53242            PavardeNR53242           3.12  
VardasNR53324            PavardeNR53324           3.12  
VardasNR53404            PavardeNR53404           3.12  
VardasNR53500            PavardeNR53500           3.12  
VardasNR53517            PavardeNR53517           3.12  
VardasNR53875            PavardeNR53875           3.12  
VardasNR54175            PavardeNR54175           3.12  
VardasNR54205            PavardeNR54205           3.12  
VardasNR54709            PavardeNR54709           3.12  
VardasNR54782            PavardeNR54782           3.12  
VardasNR54957            PavardeNR54957           3.12  
VardasNR55550            PavardeNR55550           3.12  
VardasNR55663            PavardeNR55663           3.12  
VardasNR55680            PavardeNR55680           3.12  
VardasNR56196            PavardeNR56196           3.12  
VardasNR56293            PavardeNR56293           3.12  
VardasNR56340            PavardeNR56340           3.12  
VardasNR56905            PavardeNR56905           3.12  
VardasNR56948            PavardeNR56948           3.12  
VardasNR56956            PavardeNR56956           3.12  
VardasNR57333            PavardeNR57333           3.12  
VardasNR57425            PavardeNR57425           3.12  
VardasNR57808            PavardeNR57808           3.12  
VardasNR57981            PavardeNR57981           3.12  
VardasNR58066            PavardeNR58066           3.12  
VardasNR58243            PavardeNR58243           3.12  
VardasNR58263            PavardeNR58263           3.12  
VardasNR58296            PavardeNR58296           3.12  
VardasNR58465            PavardeNR58465           3.12  
VardasNR58509            PavardeNR58509           3.12  
VardasNR59028            PavardeNR59028           3.12  
VardasNR59048            PavardeNR59048           3.12  
VardasNR59106            PavardeNR59106           3.12  
VardasNR59291            PavardeNR59291           3.12  
VardasNR59571            PavardeNR59571           3.12  
VardasNR59748            PavardeNR59748           3.12  
VardasNR59809            PavardeNR59809           3.12  
VardasNR59956            PavardeNR59956           3.12  
VardasNR60170            PavardeNR60170           3.12  
VardasNR60277            PavardeNR60277           3.12  
VardasNR60463            PavardeNR60463           3.12  
VardasNR60524            PavardeNR60524           3.12  
VardasNR61022            PavardeNR61022           3.12  
VardasNR61147            PavardeNR61147           3.12  
VardasNR61298            PavardeNR61298           3.12  
VardasNR61335            PavardeNR61335           3.12  
VardasNR61506            PavardeNR61506           3.12  
VardasNR61609            PavardeNR61609           3.12  
VardasNR62036            PavardeNR62036           3.12  
VardasNR62078            PavardeNR62078           3.12  
VardasNR62155            PavardeNR62155           3.12  
VardasNR62185            PavardeNR62185           3.12  
VardasNR62327            PavardeNR62327           3.12  
VardasNR62416            PavardeNR62416           3.12  
VardasNR62424            PavardeNR62424           3.12  
VardasNR62515            PavardeNR62515           3.12  
VardasNR62573            PavardeNR62573           3.12  
VardasNR62733            PavardeNR62733           3.12  
VardasNR62853            PavardeNR62853           3.12  
VardasNR63314            PavardeNR63314           3.12  
VardasNR63363            PavardeNR63363           3.12  
VardasNR63469            PavardeNR63469           3.12  
VardasNR63517            PavardeNR63517           3.12  
VardasNR63609            PavardeNR63609           3.12  
VardasNR63623            PavardeNR63623           3.12  
VardasNR63638            PavardeNR63638           3.12  
VardasNR64068            PavardeNR64068           3.12  
VardasNR64355            PavardeNR64355           3.12  
VardasNR64374            PavardeNR64374           3.12  
VardasNR64412            PavardeNR64412           3.12  
VardasNR64452            PavardeNR64452           3.12  
VardasNR64787            PavardeNR64787           3.12  
VardasNR64850            PavardeNR64850           3.12  
VardasNR65147            PavardeNR65147           3.12  
VardasNR65648            PavardeNR65648           3.12  
VardasNR65803            PavardeNR65803           3.12  
VardasNR65938            PavardeNR65938           3.12  
VardasNR66588            PavardeNR66588           3.12  
VardasNR66602            PavardeNR66602           3.12  
VardasNR66819            PavardeNR66819           3.12  
VardasNR66839            PavardeNR66839           3.12  
VardasNR67125            PavardeNR67125           3.12  
VardasNR67165            PavardeNR67165           3.12  
VardasNR67201            PavardeNR67201           3.12  
VardasNR67425            PavardeNR67425           3.12  
VardasNR67519            PavardeNR67519           3.12  
VardasNR67774            PavardeNR67774           3.12  
VardasNR67918            PavardeNR67918           3.12  
VardasNR68098            PavardeNR68098           3.12  
VardasNR68158            PavardeNR68158           3.12  
VardasNR68163            PavardeNR68163           3.12  
VardasNR68267            PavardeNR68267           3.12  
VardasNR68377            PavardeNR68377           3.12  
VardasNR68483            PavardeNR68483           3.12  
VardasNR68600            PavardeNR68600           3.12  
VardasNR68620            PavardeNR68620           3.12  
VardasNR68995            PavardeNR68995           3.12  
VardasNR69109            PavardeNR69109           3.12  
VardasNR69690            PavardeNR69690           3.12  
VardasNR69698            PavardeNR69698           3.12  
VardasNR70291            PavardeNR70291           3.12  
VardasNR70513            PavardeNR70513           3.12  
VardasNR70610            PavardeNR70610           3.12  
VardasNR70617            PavardeNR70617           3.12  
VardasNR70747            PavardeNR70747           3.12  
VardasNR71113            PavardeNR71113           3.12  
VardasNR71302            PavardeNR71302           3.12  
VardasNR71539            PavardeNR71539           3.12  
VardasNR72042            PavardeNR72042           3.12  
VardasNR72187            PavardeNR72187           3.12  
VardasNR72324            PavardeNR72324           3.12  
VardasNR72434            PavardeNR72434           3.12  
VardasNR72650            PavardeNR72650           3.12  
VardasNR72681            PavardeNR72681           3.12  
VardasNR72694            PavardeNR72694           3.12  
VardasNR73077            PavardeNR73077           3.12  
VardasNR73089            PavardeNR73089           3.12  
VardasNR73206            PavardeNR73206           3.12  
VardasNR73319            PavardeNR73319           3.12  
VardasNR73545            PavardeNR73545           3.12  
VardasNR73861            PavardeNR73861           3.12  
