Vardas                   Pavarde                  Galutinis
VardasNR33181            PavardeNR33181           5.24  
VardasNR33215            PavardeNR33215           5.24  
VardasNR33279            PavardeNR33279           5.24  
VardasNR33289            PavardeNR33289           5.24  
VardasNR33907            PavardeNR33907           5.24  
VardasNR34256            PavardeNR34256           5.24  
VardasNR34284            PavardeNR34284           5.24  
VardasNR34621            PavardeNR34621           5.24  
VardasNR35002            PavardeNR35002           5.24  
VardasNR35006            PavardeNR35006           5.24  
VardasNR35050            PavardeNR35050           5.24  
VardasNR35096            PavardeNR35096           5.24  
VardasNR35665            PavardeNR35665           5.24  
VardasNR35765            PavardeNR35765           5.24  
VardasNR35870            PavardeNR35870           5.24  
VardasNR35900            PavardeNR35900           5.24  
VardasNR36239            PavardeNR36239           5.24  
VardasNR36462            PavardeNR36462           5.24  
VardasNR36599            PavardeNR36599           5.24  
VardasNR36643            PavardeNR36643           5.24  
VardasNR36709            PavardeNR36709           5.24  
VardasNR36712            PavardeNR36712           5.24  
VardasNR37056            PavardeNR37056           5.24  
VardasNR37620            PavardeNR37620           5.24  
VardasNR37699            PavardeNR37699           5.24  
VardasNR37866            PavardeNR37866           5.24  
VardasNR38225            PavardeNR38225           5.24  
VardasNR38246            PavardeNR38246           5.24  
VardasNR38409            PavardeNR38409           5.24  
VardasNR38655            PavardeNR38655           5.24  
VardasNR39197            PavardeNR39197           5.24  
VardasNR39300            PavardeNR39300           5.24  
VardasNR39450            PavardeNR39450           5.24  
VardasNR39655            PavardeNR39655           5.24  
VardasNR39749            PavardeNR39749           5.24  
VardasNR39893            PavardeNR39893           5.24  
VardasNR40216            PavardeNR40216           5.24  
VardasNR40633            PavardeNR40633           5.24  
VardasNR40730            PavardeNR40730           5.24  
VardasNR40731            PavardeNR40731           5.24  
VardasNR41107            PavardeNR41107           5.24  
VardasNR41122            PavardeNR41122           5.24  
VardasNR41441            PavardeNR41441           5.24  
VardasNR41541            PavardeNR41541           5.24  
VardasNR41711            PavardeNR41711           5.24  
VardasNR41760            PavardeNR41760           5.24  
VardasNR41946            PavardeNR41946           5.24  
VardasNR42122            PavardeNR42122           5.24  
VardasNR42156            PavardeNR42156           5.24  
VardasNR42267            PavardeNR42267           5.24  
VardasNR43149            PavardeNR43149           5.24  
VardasNR43481            PavardeNR43481           5.24  
VardasNR43779            PavardeNR43779           5.24  
VardasNR43806            PavardeNR43806           5.24  
VardasNR44118            PavardeNR44118           5.24  
VardasNR44837            PavardeNR44837           5.24  
VardasNR44958            PavardeNR44958           5.24  
VardasNR45064            PavardeNR45064           5.24  
VardasNR45319            PavardeNR45319           5.24  
VardasNR45359            PavardeNR45359           5.24  
VardasNR45413            PavardeNR45413           5.24  
VardasNR45739            PavardeNR45739           5.24  
VardasNR45920            PavardeNR45920           5.24  
VardasNR45927            PavardeNR45927           5.24  
VardasNR46109            PavardeNR46109           5.24  
VardasNR46147            PavardeNR46147           5.24  
VardasNR46168            PavardeNR46168           5.24  
VardasNR46232            PavardeNR46232           5.24  
VardasNR46363            PavardeNR46363           5.24  
VardasNR46374            PavardeNR46374           5.24  
VardasNR46389            PavardeNR46389           5.24  
VardasNR46425            PavardeNR46425           5.24  
VardasNR46711            PavardeNR46711           5.24  
VardasNR46809            PavardeNR46809           5.24  
VardasNR47083            PavardeNR47083           5.24  
VardasNR47193            PavardeNR47193           5.24  
VardasNR47246            PavardeNR47246           5.24  
VardasNR47478            PavardeNR47478           5.24  
VardasNR47556            PavardeNR47556           5.24  
VardasNR47579            PavardeNR47579           5.24  
VardasNR47640            PavardeNR47640           5.24  
VardasNR47712            PavardeNR47712           5.24  
VardasNR47832            PavardeNR47832           5.24  
VardasNR47946            PavardeNR47946           5.24  
VardasNR48416            PavardeNR48416           5.24  
VardasNR48432            PavardeNR48432           5.24  
VardasNR48596            PavardeNR48596           5.24  
VardasNR48673            PavardeNR48673           5.24  
VardasNR48832            PavardeNR48832           5.24  
VardasNR49106            PavardeNR49106           5.24  
VardasNR49169            PavardeNR49169           5.24  
VardasNR49207            PavardeNR49207           5.24  
VardasNR49404            PavardeNR49404           5.24  
VardasNR49405            PavardeNR49405           5.24  
VardasNR49661            PavardeNR49661           5.24  
VardasNR50004            PavardeNR50004           5.24  
VardasNR50028            PavardeNR50028           5.24  
VardasNR50471            PavardeNR50471           5.24  
VardasNR50672            PavardeNR50672           5.24  
VardasNR50673            PavardeNR50673           5.24  
VardasNR50830            PavardeNR50830           5.24  
VardasNR51455            PavardeNR51455           5.24  
VardasNR51466            PavardeNR51466           5.24  
VardasNR51640            PavardeNR51640           5.24  
VardasNR52022            PavardeNR52022           5.24  
VardasNR52143            PavardeNR52143           5.24  
VardasNR52169            PavardeNR52169           5.24  
VardasNR52295            PavardeNR52295           5.24  
VardasNR52645            PavardeNR52645           5.24  
VardasNR52676            PavardeNR52676           5.24  
VardasNR52976            PavardeNR52976           5.24  
VardasNR53187            PavardeNR53187           5.24  
VardasNR53909            PavardeNR53909           5.24  
VardasNR53985            PavardeNR53985           5.24  
VardasNR54089            PavardeNR54089           5.24  
VardasNR54398            PavardeNR54398           5.24  
VardasNR54499            PavardeNR54499           5.24  
VardasNR55038            PavardeNR55038           5.24  
VardasNR55094            PavardeNR55094           5.24  
VardasNR55141            PavardeNR55141           5.24  
VardasNR55260            PavardeNR55260           5.24  
VardasNR55272            PavardeNR55272           5.24  
VardasNR55285            PavardeNR55285           5.24  
VardasNR55478            PavardeNR55478           5.24  
VardasNR55521            PavardeNR55521           5.24  
VardasNR55777            PavardeNR55777           5.24  
VardasNR55885            PavardeNR55885           5.24  
VardasNR55946            PavardeNR55946           5.24  
VardasNR55952            PavardeNR55952           5.24  
VardasNR56508            PavardeNR56508           5.24  
VardasNR56570            PavardeNR56570           5.24  
VardasNR56734            PavardeNR56734           5.24  
VardasNR56777            PavardeNR56777           5.24  
VardasNR56923            PavardeNR56923           5.24  
VardasNR57158            PavardeNR57158           5.24  
VardasNR57203            PavardeNR57203           5.24  
VardasNR57281            PavardeNR57281           5.24  
VardasNR57338            PavardeNR57338           5.24  
VardasNR57455            PavardeNR57455           5.24  
VardasNR58037            PavardeNR58037           5.24  
VardasNR58329            PavardeNR58329           5.24  
VardasNR58810            PavardeNR58810           5.24  
VardasNR58862            PavardeNR58862           5.24  
VardasNR59282            PavardeNR59282           5.24  
VardasNR59346            PavardeNR59346           5.24  
VardasNR60134            PavardeNR60134           5.24  
VardasNR60586            PavardeNR60586           5.24  
VardasNR60639            PavardeNR60639           5.24  
VardasNR60721            PavardeNR60721           5.24  
VardasNR61148            PavardeNR61148           5.24  
VardasNR61177            PavardeNR61177           5.24  
VardasNR61231            PavardeNR61231           5.24  
VardasNR61447            PavardeNR61447           5.24  
VardasNR61782            PavardeNR61782           5.24  
VardasNR61861            PavardeNR61861           5.24  
VardasNR62070            PavardeNR62070           5.24  
VardasNR62081            PavardeNR62081           5.24  
VardasNR62270            PavardeNR62270           5.24  
VardasNR62312            PavardeNR62312           5.24  
VardasNR62360            PavardeNR62360           5.24  
VardasNR62741            PavardeNR62741           5.24  
VardasNR62833            PavardeNR62833           5.24  
VardasNR63053            PavardeNR63053           5.24  
VardasNR63062            PavardeNR63062           5.24  
VardasNR63182            PavardeNR63182           5.24  
VardasNR63198            PavardeNR63198           5.24  
VardasNR63251            PavardeNR63251           5.24  
VardasNR63261            PavardeNR63261           5.24  
VardasNR63458            PavardeNR63458           5.24  
VardasNR63487            PavardeNR63487           5.24  
VardasNR63489            PavardeNR63489           5.24  
VardasNR63686            PavardeNR63686           5.24  
VardasNR63761            PavardeNR63761           5.24  
VardasNR63808            PavardeNR63808           5.24  
VardasNR63813            PavardeNR63813           5.24  
VardasNR63838            PavardeNR63838           5.24  
VardasNR63946            PavardeNR63946           5.24  
VardasNR64272            PavardeNR64272           5.24  
VardasNR64432            PavardeNR64432           5.24  
VardasNR64489            PavardeNR64489           5.24  
VardasNR64686            PavardeNR64686           5.24  
VardasNR64729            PavardeNR64729           5.24  
VardasNR65060            PavardeNR65060           5.24  
VardasNR65121            PavardeNR65121           5.24  
VardasNR65138            PavardeNR65138           5.24  
VardasNR65313            PavardeNR65313           5.24  
VardasNR65582            PavardeNR65582           5.24  
VardasNR65665            PavardeNR65665           5.24  
VardasNR65674            PavardeNR65674           5.24  
VardasNR65870            PavardeNR65870           5.24  
VardasNR65874            PavardeNR65874           5.24  
VardasNR65967            PavardeNR65967           5.24  
VardasNR66174            PavardeNR66174           5.24  
VardasNR66266            PavardeNR66266           5.24  
VardasNR66547            PavardeNR66547           5.24  
VardasNR66745            PavardeNR66745           5.24  
VardasNR66785            PavardeNR66785           5.24  
VardasNR67022            PavardeNR67022           5.24  
VardasNR67149            PavardeNR67149           5.24  
VardasNR67429            PavardeNR67429           5.24  
VardasNR67535            PavardeNR67535           5.24  
VardasNR67603            PavardeNR67603           5.24  
VardasNR68095            PavardeNR68095           5.24  
VardasNR68229            PavardeNR68229           5.24  
VardasNR68350            PavardeNR68350           5.24  
VardasNR68599            PavardeNR68599           5.24  
VardasNR68672            PavardeNR68672           5.24  
VardasNR69093            PavardeNR69093           5.24  
VardasNR69543            PavardeNR69543           5.24  
VardasNR69568            PavardeNR69568           5.24  
VardasNR69636            PavardeNR69636           5.24  
VardasNR69971            PavardeNR69971           5.24  
VardasNR70166            PavardeNR70166           5.24  
VardasNR70283            PavardeNR70283           5.24  
VardasNR70379            PavardeNR70379           5.24  
VardasNR70481            PavardeNR70481           5.24  
VardasNR70587            PavardeNR70587           5.24  
VardasNR70671            PavardeNR70671           5.24  
VardasNR70898            PavardeNR70898           5.24  
VardasNR70899            PavardeNR70899           5.24  
VardasNR71390            PavardeNR71390           5.24  
VardasNR71395            PavardeNR71395           5.24  
VardasNR71762            PavardeNR71762           5.24  
VardasNR71939            PavardeNR71939           5.24  
VardasNR71980            PavardeNR71980           5.24  
VardasNR72019            PavardeNR72019           5.24  
VardasNR72747            PavardeNR72747           5.24  
VardasNR72792            PavardeNR72792           5.24  
VardasNR73064            PavardeNR73064           5.24  
VardasNR73078            PavardeNR73078           5.24  
VardasNR74216            PavardeNR74216           5.24  
VardasNR74236            PavardeNR74236           5.24  
VardasNR74297            PavardeNR74297           5.24  
VardasNR74579            PavardeNR74579           5.24  
VardasNR74656            PavardeNR74656           5.24  
VardasNR74822            PavardeNR74822           5.24  
VardasNR75967            PavardeNR75967           5.24  
VardasNR76204            PavardeNR76204           5.24  
VardasNR76632            PavardeNR76632           5.24  
VardasNR76871            PavardeNR76871           5.24  
VardasNR77087            PavardeNR77087           5.24  
VardasNR77173            PavardeNR77173           5.24  
VardasNR77508            PavardeNR77508           5.24  
VardasNR77761            PavardeNR77761           5.24  
VardasNR77870            PavardeNR77870           5.24  
VardasNR78389            PavardeNR78389           5.24  
VardasNR78555            PavardeNR78555           5.24  
VardasNR78777            PavardeNR78777           5.24  
VardasNR78803            PavardeNR78803           5.24  
VardasNR78855            PavardeNR78855           5.24  
VardasNR78862            PavardeNR78862           5.24  
VardasNR79003            PavardeNR79003           5.24  
VardasNR79284            PavardeNR79284           5.24  
VardasNR79427            PavardeNR79427           5.24  
VardasNR79637            PavardeNR79637           5.24  
VardasNR79646            PavardeNR79646           5.24  
VardasNR79848            PavardeNR79848           5.24  
VardasNR80377            PavardeNR80377           5.24  
VardasNR80777            PavardeNR80777           5.24  
VardasNR80944            PavardeNR80944           5.24  
VardasNR80971            PavardeNR80971           5.24  
VardasNR81268            PavardeNR81268           5.24  
VardasNR81921            PavardeNR81921           5.24  
VardasNR82943            PavardeNR82943           5.24  
VardasNR83422            PavardeNR83422           5.24  
VardasNR83469            PavardeNR83469           5.24  
VardasNR83513            PavardeNR83513           5.24  
VardasNR83589            PavardeNR83589           5.24  
VardasNR84370            PavardeNR84370           5.24  
VardasNR84600            PavardeNR84600           5.24  
VardasNR84713            PavardeNR84713           5.24  
VardasNR85127            PavardeNR85127           5.24  
VardasNR85260            PavardeNR85260           5.24  
VardasNR85279            PavardeNR85279           5.24  
VardasNR85716            PavardeNR85716           5.24  
VardasNR85734            PavardeNR85734           5.24  
VardasNR85913            PavardeNR85913           5.24  
VardasNR85919            PavardeNR85919           5.24  
VardasNR86446            PavardeNR86446           5.24  
VardasNR86457            PavardeNR86457           5.24  
VardasNR86574            PavardeNR86574           5.24  
VardasNR86996            PavardeNR86996           5.24  
VardasNR87029            PavardeNR87029           5.24  
VardasNR87130            PavardeNR87130           5.24  
VardasNR87227            PavardeNR87227           5.24  
VardasNR87265            PavardeNR87265           5.24  
VardasNR87370            PavardeNR87370           5.24  
VardasNR87644            PavardeNR87644           5.24  
VardasNR88079            PavardeNR88079           5.24  
VardasNR88368            PavardeNR88368           5.24  
VardasNR88671            PavardeNR88671           5.24  
VardasNR88896            PavardeNR88896           5.24  
VardasNR88946            PavardeNR88946           5.24  
VardasNR89032            PavardeNR89032           5.24  
VardasNR89356            PavardeNR89356           5.24  
VardasNR89656            PavardeNR89656           5.24  
VardasNR89659            PavardeNR89659           5.24  
VardasNR89747            PavardeNR89747           5.24  
VardasNR90031            PavardeNR90031           5.24  
VardasNR90113            PavardeNR90113           5.24  
VardasNR90497            PavardeNR90497           5.24  
VardasNR90557            PavardeNR90557           5.24  
VardasNR90620            PavardeNR90620           5.24  
VardasNR90685            PavardeNR90685           5.24  
VardasNR91093            PavardeNR91093           5.24  
VardasNR91164            PavardeNR91164           5.24  
VardasNR91621            PavardeNR91621           5.24  
VardasNR91654            PavardeNR91654           5.24  
VardasNR92021            PavardeNR92021           5.24  
VardasNR92128            PavardeNR92128           5.24  
VardasNR92314            PavardeNR92314           5.24  
VardasNR92362            PavardeNR92362           5.24  
VardasNR93043            PavardeNR93043           5.24  
VardasNR93207            PavardeNR93207           5.24  
VardasNR93257            PavardeNR93257           5.24  
VardasNR93366            PavardeNR93366           5.24  
VardasNR93851            PavardeNR93851           5.24  
VardasNR93854            PavardeNR93854           5.24  
VardasNR93980            PavardeNR93980           5.24  
VardasNR94431            PavardeNR94431           5.24  
VardasNR94578            PavardeNR94578           5.24  
VardasNR94592            PavardeNR94592           5.24  
VardasNR94608            PavardeNR94608           5.24  
VardasNR94840            PavardeNR94840           5.24  
VardasNR94908            PavardeNR94908           5.24  
VardasNR94992            PavardeNR94992           5.24  
VardasNR95096            PavardeNR95096           5.24  
VardasNR95465            PavardeNR95465           5.24  
VardasNR95486            PavardeNR95486           5.24  
VardasNR95510            PavardeNR95510           5.24  
VardasNR95579            PavardeNR95579           5.24  
VardasNR95715            PavardeNR95715           5.24  
VardasNR95858            PavardeNR95858           5.24  
VardasNR96053            PavardeNR96053           5.24  
VardasNR96306            PavardeNR96306           5.24  
VardasNR96412            PavardeNR96412           5.24  
VardasNR96603            PavardeNR96603           5.24  
VardasNR96945            PavardeNR96945           5.24  
VardasNR96946            PavardeNR96946           5.24  
VardasNR97023            PavardeNR97023           5.24  
VardasNR97157            PavardeNR97157           5.24  
VardasNR97231            PavardeNR97231           5.24  
VardasNR97288            PavardeNR97288           5.24  
VardasNR97538            PavardeNR97538           5.24  
VardasNR97578            PavardeNR97578           5.24  
VardasNR97687            PavardeNR97687           5.24  
VardasNR97818            PavardeNR97818           5.24  
VardasNR98257            PavardeNR98257           5.24  
VardasNR98389            PavardeNR98389           5.24  
VardasNR98645            PavardeNR98645           5.24  
VardasNR98817            PavardeNR98817           5.24  
VardasNR98837            PavardeNR98837           5.24  
VardasNR99204            PavardeNR99204           5.24  
VardasNR99225            PavardeNR99225           5.24  
VardasNR99316            PavardeNR99316           5.24  
VardasNR99505            PavardeNR99505           5.24  
VardasNR99736            PavardeNR99736           5.24  
VardasNR99790            PavardeNR99790           5.24  
VardasNR99800            PavardeNR99800           5.24  
VardasNR99916            PavardeNR99916           5.24  
VardasNR786              PavardeNR786             5.28  
VardasNR2613             PavardeNR2613            5.28  
VardasNR2827             PavardeNR2827            5.28  
VardasNR3150             PavardeNR3150            5.28  
VardasNR4118             PavardeNR4118            5.28  
VardasNR6427             PavardeNR6427            5.28  
VardasNR6779             PavardeNR6779            5.28  
VardasNR8789             PavardeNR8789            5.28  
VardasNR9360             PavardeNR9360            5.28  
VardasNR9388             PavardeNR9388            5.28  
VardasNR9780             PavardeNR9780            5.28  
VardasNR9867             PavardeNR9867            5.28  
VardasNR10656            PavardeNR10656           5.28  
VardasNR11019            PavardeNR11019           5.28  
VardasNR11900            PavardeNR11900           5.28  
VardasNR12349            PavardeNR12349           5.28  
VardasNR12951            PavardeNR12951           5.28  
VardasNR13049            PavardeNR13049           5.28  
VardasNR14244            PavardeNR14244           5.28  
VardasNR15236            PavardeNR15236           5.28  
VardasNR15243            PavardeNR15243           5.28  
VardasNR16293            PavardeNR16293           5.28  
VardasNR16654            PavardeNR16654           5.28  
VardasNR16786            PavardeNR16786           5.28  
VardasNR17378            PavardeNR17378           5.28  
VardasNR17797            PavardeNR17797           5.28  
VardasNR18851            PavardeNR18851           5.28  
VardasNR19103            PavardeNR19103           5.28  
VardasNR19555            PavardeNR19555           5.28  
VardasNR19704            PavardeNR19704           5.28  
VardasNR19714            PavardeNR19714           5.28  
VardasNR20786            PavardeNR20786           5.28  
VardasNR22334            PavardeNR22334           5.28  
VardasNR22464            PavardeNR22464           5.28  
VardasNR23522            PavardeNR23522           5.28  
VardasNR24772            PavardeNR24772           5.28  
VardasNR27853            PavardeNR27853           5.28  
VardasNR28036            PavardeNR28036           5.28  
VardasNR28364            PavardeNR28364           5.28  
VardasNR29307            PavardeNR29307           5.28  
VardasNR30426            PavardeNR30426           5.28  
VardasNR30865            PavardeNR30865           5.28  
VardasNR31195            PavardeNR31195           5.28  
VardasNR31920            PavardeNR31920           5.28  
VardasNR31924            PavardeNR31924           5.28  
VardasNR32131            PavardeNR32131           5.28  
VardasNR32498            PavardeNR32498           5.28  
VardasNR33633            PavardeNR33633           5.28  
VardasNR34288            PavardeNR34288           5.28  
VardasNR34506            PavardeNR34506           5.28  
VardasNR34572            PavardeNR34572           5.28  
VardasNR34874            PavardeNR34874           5.28  
VardasNR35748            PavardeNR35748           5.28  
VardasNR38106            PavardeNR38106           5.28  
VardasNR38559            PavardeNR38559           5.28  
VardasNR39949            PavardeNR39949           5.28  
VardasNR40064            PavardeNR40064           5.28  
VardasNR40475            PavardeNR40475           5.28  
VardasNR40573            PavardeNR40573           5.28  
VardasNR40971            PavardeNR40971           5.28  
VardasNR41079            PavardeNR41079           5.28  
VardasNR41531            PavardeNR41531           5.28  
VardasNR42182            PavardeNR42182           5.28  
VardasNR43658            PavardeNR43658           5.28  
VardasNR44070            PavardeNR44070           5.28  
VardasNR44176            PavardeNR44176           5.28  
VardasNR44223            PavardeNR44223           5.28  
VardasNR45179            PavardeNR45179           5.28  
VardasNR46193            PavardeNR46193           5.28  
VardasNR47407            PavardeNR47407           5.28  
VardasNR48690            PavardeNR48690           5.28  
VardasNR48964            PavardeNR48964           5.28  
VardasNR50435            PavardeNR50435           5.28  
VardasNR51017            PavardeNR51017           5.28  
VardasNR51083            PavardeNR51083           5.28  
VardasNR52585            PavardeNR52585           5.28  
VardasNR53184            PavardeNR53184           5.28  
VardasNR53436            PavardeNR53436           5.28  
VardasNR53471            PavardeNR53471           5.28  
VardasNR54404            PavardeNR54404           5.28  
VardasNR54929            PavardeNR54929           5.28  
VardasNR56162            PavardeNR56162           5.28  
VardasNR56399            PavardeNR56399           5.28  
VardasNR56541            PavardeNR56541           5.28  
VardasNR57126            PavardeNR57126           5.28  
VardasNR59906            PavardeNR59906           5.28  
VardasNR60306            PavardeNR60306           5.28  
VardasNR60999            PavardeNR60999           5.28  
VardasNR61294            PavardeNR61294           5.28  
VardasNR61373            PavardeNR61373           5.28  
VardasNR62153            PavardeNR62153           5.28  
VardasNR63033            PavardeNR63033           5.28  
VardasNR63384            PavardeNR63384           5.28  
VardasNR64156            PavardeNR64156           5.28  
VardasNR64470            PavardeNR64470           5.28  
VardasNR65721            PavardeNR65721           5.28  
VardasNR66719            PavardeNR66719           5.28  
VardasNR67559            PavardeNR67559           5.28  
VardasNR67795            PavardeNR67795           5.28  
VardasNR68546            PavardeNR68546           5.28  
VardasNR69420            PavardeNR69420           5.28  
VardasNR69455            PavardeNR69455           5.28  
VardasNR69602            PavardeNR69602           5.28  
VardasNR71246            PavardeNR71246           5.28  
VardasNR73265            PavardeNR73265           5.28  
VardasNR73554            PavardeNR73554           5.28  
VardasNR74567            PavardeNR74567           5.28  
VardasNR75740            PavardeNR75740           5.28  
VardasNR76226            PavardeNR76226           5.28  
VardasNR76398            PavardeNR76398           5.28  
VardasNR77613            PavardeNR77613           5.28  
VardasNR77976            PavardeNR77976           5.28  
VardasNR78142            PavardeNR78142           5.28  
VardasNR78326            PavardeNR78326           5.28  
VardasNR78372            PavardeNR78372           5.28  
VardasNR78847            PavardeNR78847           5.28  
VardasNR79038            PavardeNR79038           5.28  
VardasNR79876            PavardeNR79876           5.28  
VardasNR80086            PavardeNR80086           5.28  
VardasNR81244            PavardeNR81244           5.28  
VardasNR82857            PavardeNR82857           5.28  
VardasNR84108            PavardeNR84108           5.28  
VardasNR84402            PavardeNR84402           5.28  
VardasNR84433            PavardeNR84433           5.28  
VardasNR85525            PavardeNR85525           5.28  
VardasNR85861            PavardeNR85861           5.28  
VardasNR86234            PavardeNR86234           5.28  
VardasNR86477            PavardeNR86477           5.28  
VardasNR87083            PavardeNR87083           5.28  
VardasNR87174            PavardeNR87174           5.28  
VardasNR88491            PavardeNR88491           5.28  
VardasNR88964            PavardeNR88964           5.28  
VardasNR89135            PavardeNR89135           5.28  
VardasNR89726            PavardeNR89726           5.28  
VardasNR90364            PavardeNR90364           5.28  
VardasNR91593            PavardeNR91593           5.28  
VardasNR91630            PavardeNR91630           5.28  
VardasNR93235            PavardeNR93235           5.28  
VardasNR93685            PavardeNR93685           5.28  
VardasNR94850            PavardeNR94850           5.28  
VardasNR96368            PavardeNR96368           5.28  
VardasNR96905            PavardeNR96905           5.28  
VardasNR97081            PavardeNR97081           5.28  
VardasNR97863            PavardeNR97863           5.28  
VardasNR98582            PavardeNR98582           5.28  
VardasNR98588            PavardeNR98588           5.28  
VardasNR99288            PavardeNR99288           5.28  
VardasNR67               PavardeNR67              5.28  
VardasNR489              PavardeNR489             5.28  
VardasNR736              PavardeNR736             5.28  
VardasNR804              PavardeNR804             5.28  
VardasNR935              PavardeNR935             5.28  
VardasNR1025             PavardeNR1025            5.28  
VardasNR1197             PavardeNR1197            5.28  
VardasNR1468             PavardeNR1468            5.28  
VardasNR1793             PavardeNR1793            5.28  
VardasNR1856             PavardeNR1856            5.28  
VardasNR1965             PavardeNR1965            5.28  
VardasNR2053             PavardeNR2053            5.28  
VardasNR2099             PavardeNR2099            5.28  
VardasNR2220             PavardeNR2220            5.28  
VardasNR2561             PavardeNR2561            5.28  
VardasNR2707             PavardeNR2707            5.28  
VardasNR2776             PavardeNR2776            5.28  
VardasNR3264             PavardeNR3264            5.28  
VardasNR3511             PavardeNR3511            5.28  
VardasNR3746             PavardeNR3746            5.28  
VardasNR4742             PavardeNR4742            5.28  
VardasNR4911             PavardeNR4911            5.28  
VardasNR5070             PavardeNR5070            5.28  
VardasNR5246             PavardeNR5246            5.28  
VardasNR5535             PavardeNR5535            5.28  
VardasNR5676             PavardeNR5676            5.28  
VardasNR6033             PavardeNR6033            5.28  
VardasNR6056             PavardeNR6056            5.28  
VardasNR6126             PavardeNR6126            5.28  
VardasNR6252             PavardeNR6252            5.28  
VardasNR6270             PavardeNR6270            5.28  
VardasNR6474             PavardeNR6474            5.28  
VardasNR6678             PavardeNR6678            5.28  
VardasNR6850             PavardeNR6850            5.28  
VardasNR6988             PavardeNR6988            5.28  
VardasNR6996             PavardeNR6996            5.28  
VardasNR7179             PavardeNR7179            5.28  
VardasNR7291             PavardeNR7291            5.28  
VardasNR7340             PavardeNR7340            5.28  
VardasNR7680             PavardeNR7680            5.28  
VardasNR8162             PavardeNR8162            5.28  
VardasNR8240             PavardeNR8240            5.28  
VardasNR8493             PavardeNR8493            5.28  
VardasNR8666             PavardeNR8666            5.28  
VardasNR8972             PavardeNR8972            5.28  
VardasNR9243             PavardeNR9243            5.28  
VardasNR9479             PavardeNR9479            5.28  
VardasNR9496             PavardeNR9496            5.28  
VardasNR9753             PavardeNR9753            5.28  
VardasNR9765             PavardeNR9765            5.28  
VardasNR9880             PavardeNR9880            5.28  
VardasNR10221            PavardeNR10221           5.28  
VardasNR10408            PavardeNR10408           5.28  
VardasNR10628            PavardeNR10628           5.28  
VardasNR10676            PavardeNR10676           5.28  
VardasNR10793            PavardeNR10793           5.28  
VardasNR10873            PavardeNR10873           5.28  
VardasNR11036            PavardeNR11036           5.28  
VardasNR11076            PavardeNR11076           5.28  
VardasNR11632            PavardeNR11632           5.28  
VardasNR11911            PavardeNR11911           5.28  
VardasNR12235            PavardeNR12235           5.28  
VardasNR12510            PavardeNR12510           5.28  
VardasNR12544            PavardeNR12544           5.28  
VardasNR12776            PavardeNR12776           5.28  
VardasNR13443            PavardeNR13443           5.28  
VardasNR13817            PavardeNR13817           5.28  
VardasNR13848            PavardeNR13848           5.28  
VardasNR14133            PavardeNR14133           5.28  
VardasNR14424            PavardeNR14424           5.28  
VardasNR15191            PavardeNR15191           5.28  
VardasNR15398            PavardeNR15398           5.28  
VardasNR15583            PavardeNR15583           5.28  
VardasNR15660            PavardeNR15660           5.28  
VardasNR15878            PavardeNR15878           5.28  
VardasNR16014            PavardeNR16014           5.28  
VardasNR16134            PavardeNR16134           5.28  
VardasNR16201            PavardeNR16201           5.28  
VardasNR16400            PavardeNR16400           5.28  
VardasNR16730            PavardeNR16730           5.28  
VardasNR16741            PavardeNR16741           5.28  
VardasNR17016            PavardeNR17016           5.28  
VardasNR17228            PavardeNR17228           5.28  
VardasNR17376            PavardeNR17376           5.28  
VardasNR17804            PavardeNR17804           5.28  
VardasNR17908            PavardeNR17908           5.28  
VardasNR17970            PavardeNR17970           5.28  
VardasNR18011            PavardeNR18011           5.28  
VardasNR18595            PavardeNR18595           5.28  
VardasNR18910            PavardeNR18910           5.28  
VardasNR18922            PavardeNR18922           5.28  
VardasNR19108            PavardeNR19108           5.28  
VardasNR19259            PavardeNR19259           5.28  
VardasNR19339            PavardeNR19339           5.28  
VardasNR19346            PavardeNR19346           5.28  
VardasNR19386            PavardeNR19386           5.28  
VardasNR19398            PavardeNR19398           5.28  
VardasNR19460            PavardeNR19460           5.28  
VardasNR19524            PavardeNR19524           5.28  
VardasNR19686            PavardeNR19686           5.28  
VardasNR19752            PavardeNR19752           5.28  
VardasNR19933            PavardeNR19933           5.28  
VardasNR20211            PavardeNR20211           5.28  
VardasNR20258            PavardeNR20258           5.28  
VardasNR21012            PavardeNR21012           5.28  
VardasNR21450            PavardeNR21450           5.28  
VardasNR21751            PavardeNR21751           5.28  
VardasNR21780            PavardeNR21780           5.28  
VardasNR21817            PavardeNR21817           5.28  
VardasNR22114            PavardeNR22114           5.28  
VardasNR22372            PavardeNR22372           5.28  
VardasNR22507            PavardeNR22507           5.28  
VardasNR23680            PavardeNR23680           5.28  
VardasNR23914            PavardeNR23914           5.28  
VardasNR23915            PavardeNR23915           5.28  
VardasNR23968            PavardeNR23968           5.28  
VardasNR24213            PavardeNR24213           5.28  
VardasNR24384            PavardeNR24384           5.28  
VardasNR24411            PavardeNR24411           5.28  
VardasNR24662            PavardeNR24662           5.28  
VardasNR24960            PavardeNR24960           5.28  
VardasNR25066            PavardeNR25066           5.28  
VardasNR25234            PavardeNR25234           5.28  
VardasNR25599            PavardeNR25599           5.28  
VardasNR26189            PavardeNR26189           5.28  
VardasNR26606            PavardeNR26606           5.28  
VardasNR26735            PavardeNR26735           5.28  
VardasNR26842            PavardeNR26842           5.28  
VardasNR26904            PavardeNR26904           5.28  
